SampleID,StationCode,FinalID,LifeStageCode,Distinct,BAResult
173334,TC-Lower/518TCL004v3,Simulium,L,0,4
173334,TC-Lower/518TCL004v3,Sperchon,X,0,1
173334,TC-Lower/518TCL004v3,Taeniopterygidae,L,0,1
173334,TC-Lower/518TCL004v3,Tanypodinae,L,0,27
173335,TC-Upper/518TCU005v1,Amphiagrion,L,0,4
173335,TC-Upper/518TCU005v1,Argia,L,0,5
173335,TC-Upper/518TCU005v1,Astacidae,X,0,1
173335,TC-Upper/518TCU005v1,Baetis,L,0,1
173335,TC-Upper/518TCU005v1,Callibaetis,L,0,1
173335,TC-Upper/518TCU005v1,Ceratopogonidae,P,0,4
173335,TC-Upper/518TCU005v1,Chironomidae,P,0,16
173335,TC-Upper/518TCU005v1,Chironominae,L,0,191
173335,TC-Upper/518TCU005v1,Corixidae,A,0,3
173335,TC-Upper/518TCU005v1,Desmona,L,0,1
173335,TC-Upper/518TCU005v1,Diamesinae,L,0,1
173335,TC-Upper/518TCU005v1,Diptera,L,0,2
173335,TC-Upper/518TCU005v1,Erpobdellidae,X,0,3
173335,TC-Upper/518TCU005v1,Ferrissia rivularis,X,0,1
173335,TC-Upper/518TCU005v1,Hyalella,X,0,337
173335,TC-Upper/518TCU005v1,Hydroptila,L,0,8
173335,TC-Upper/518TCU005v1,Lebertia,X,0,5
173335,TC-Upper/518TCU005v1,Microvelia,A,0,1
173335,TC-Upper/518TCU005v1,Nemata,X,0,2
173335,TC-Upper/518TCU005v1,Ochthebius,A,0,9
173335,TC-Upper/518TCU005v1,Oligochaeta,X,0,275
173335,TC-Upper/518TCU005v1,Orthocladiinae,L,0,80
173335,TC-Upper/518TCU005v1,Oxyethira,L,0,5
173335,TC-Upper/518TCU005v1,Pericoma,L,0,1
173335,TC-Upper/518TCU005v1,Physa,X,0,12
173335,TC-Upper/518TCU005v1,Pisidium,X,0,74
173335,TC-Upper/518TCU005v1,Planorbidae,X,0,1
173335,TC-Upper/518TCU005v1,Probezzia,L,0,6
173335,TC-Upper/518TCU005v1,Simuliidae,P,0,2
173335,TC-Upper/518TCU005v1,Simulium,L,0,7
173335,TC-Upper/518TCU005v1,Tanypodinae,L,0,98
173335,TC-Upper/518TCU005v1,Trombidiformes,X,0,2
173336,TC-Upper/518TCU005v2,Anax junius,L,0,2
173336,TC-Upper/518TCU005v2,Argia,L,0,7
173336,TC-Upper/518TCU005v2,Astacidae,X,0,2
173336,TC-Upper/518TCU005v2,Atrichopogon,L,0,1
173336,TC-Upper/518TCU005v2,Callibaetis,L,0,7
173336,TC-Upper/518TCU005v2,Chironomidae,P,0,2
173336,TC-Upper/518TCU005v2,Chironominae,L,0,25
173336,TC-Upper/518TCU005v2,Coenagrion,L,0,24
173336,TC-Upper/518TCU005v2,Corixidae,A,0,1
173336,TC-Upper/518TCU005v2,Culicoides,L,0,1
173336,TC-Upper/518TCU005v2,Dasyhelea,L,0,5
173336,TC-Upper/518TCU005v2,Dixidae,L,0,1
173336,TC-Upper/518TCU005v2,Hyalella,X,0,120
173336,TC-Upper/518TCU005v2,Hydraena,A,0,2
173336,TC-Upper/518TCU005v2,Hydroptila,L,0,4
173336,TC-Upper/518TCU005v2,Laccophilus maculosus,A,0,4
173336,TC-Upper/518TCU005v2,Limnephilidae,L,0,1
173336,TC-Upper/518TCU005v2,Notonecta,A,0,1
173336,TC-Upper/518TCU005v2,Ochthebius,A,0,1
173336,TC-Upper/518TCU005v2,Oligochaeta,X,0,11
173336,TC-Upper/518TCU005v2,Orthocladiinae,L,0,8
173336,TC-Upper/518TCU005v2,Oxyethira,L,0,7
173336,TC-Upper/518TCU005v2,Pericoma,L,0,3
173336,TC-Upper/518TCU005v2,Physa,X,0,11
173336,TC-Upper/518TCU005v2,Pisidium,X,0,179
173336,TC-Upper/518TCU005v2,Planorbidae,X,0,1
173336,TC-Upper/518TCU005v2,Probezzia,L,0,1
173336,TC-Upper/518TCU005v2,Sciomyzidae,L,0,1
173336,TC-Upper/518TCU005v2,Sialis,L,0,6
173336,TC-Upper/518TCU005v2,Simulium,L,0,6
173336,TC-Upper/518TCU005v2,Tanypodinae,L,0,193
173336,TC-Upper/518TCU005v2,Tropisternus,A,0,1
173337,TC-Upper/518TCU005v3,Amphiagrion,L,0,11
173337,TC-Upper/518TCU005v3,Argia,L,0,20
173337,TC-Upper/518TCU005v3,Bezzia,L,0,27
173337,TC-Upper/518TCU005v3,Ceratopogonidae,P,0,3
173337,TC-Upper/518TCU005v3,Chironomidae,P,0,2
173337,TC-Upper/518TCU005v3,Chironominae,L,0,8
173337,TC-Upper/518TCU005v3,Coenagrionidae,L,0,6
173337,TC-Upper/518TCU005v3,Dasyhelea,L,0,2
173337,TC-Upper/518TCU005v3,Desmona,L,0,3
173337,TC-Upper/518TCU005v3,Erpobdellidae,X,0,4
173337,TC-Upper/518TCU005v3,Ferrissia rivularis,X,0,2
173337,TC-Upper/518TCU005v3,Helophorus,A,0,3
173337,TC-Upper/518TCU005v3,Hyalella,X,0,87
173337,TC-Upper/518TCU005v3,Hydrophilidae,A,0,1
173337,TC-Upper/518TCU005v3,Lebertia,X,0,2
173337,TC-Upper/518TCU005v3,Lymnaea,X,0,1
173337,TC-Upper/518TCU005v3,Mideopsis,X,0,1
173337,TC-Upper/518TCU005v3,Oligochaeta,X,0,4
173337,TC-Upper/518TCU005v3,Orthocladiinae,L,0,60
173337,TC-Upper/518TCU005v3,Physa,X,0,11
173337,TC-Upper/518TCU005v3,Pisidium,X,0,272
173337,TC-Upper/518TCU005v3,Probezzia,L,0,4
173337,TC-Upper/518TCU005v3,Sialis,L,0,23
173337,TC-Upper/518TCU005v3,Simulium,L,0,5
173337,TC-Upper/518TCU005v3,Tabanidae,L,0,1
173337,TC-Upper/518TCU005v3,Tanypodinae,L,0,125
173337,TC-Upper/518TCU005v3,Trombidiformes,X,0,1
173337,TC-Upper/518TCU005v3,Tropisternus,A,0,1
173338,Yellow Creek-2-DS/518YCDS01v1,Ameletus,L,0,11
173338,Yellow Creek-2-DS/518YCDS01v1,Ampumixis dispar,L,0,2
173338,Yellow Creek-2-DS/518YCDS01v1,Antocha monticola,L,0,1
173338,Yellow Creek-2-DS/518YCDS01v1,Apatania,L,0,1
173338,Yellow Creek-2-DS/518YCDS01v1,Baetis,L,0,14
173338,Yellow Creek-2-DS/518YCDS01v1,Brachycentrus americanus,L,0,49
173338,Yellow Creek-2-DS/518YCDS01v1,Brychius,L,0,1
173338,Yellow Creek-2-DS/518YCDS01v1,Calineuria californica,L,0,7
173338,Yellow Creek-2-DS/518YCDS01v1,Chelifera,L,0,4
173338,Yellow Creek-2-DS/518YCDS01v1,Chironomidae,P,0,4
173338,Yellow Creek-2-DS/518YCDS01v1,Chironominae,L,0,40
173338,Yellow Creek-2-DS/518YCDS01v1,Cinygmula,L,0,16
173338,Yellow Creek-2-DS/518YCDS01v1,Cleptelmis addenda,L,0,3
173338,Yellow Creek-2-DS/518YCDS01v1,Diamesinae,L,0,2
173338,Yellow Creek-2-DS/518YCDS01v1,Diphetor hageni,L,0,19
173338,Yellow Creek-2-DS/518YCDS01v1,Doroneuria baumanni,L,0,1
173338,Yellow Creek-2-DS/518YCDS01v1,Drunella doddsii,L,0,1
173338,Yellow Creek-2-DS/518YCDS01v1,Drunella grandis,L,0,1
173338,Yellow Creek-2-DS/518YCDS01v1,Drunella spinifera,L,0,3
173338,Yellow Creek-2-DS/518YCDS01v1,Epeorus,L,0,1
173338,Yellow Creek-2-DS/518YCDS01v1,Ephemerella dorothea/excrucians,L,0,7
173338,Yellow Creek-2-DS/518YCDS01v1,Ephemerellidae,L,0,11
173338,Yellow Creek-2-DS/518YCDS01v1,Glossosoma,L,0,38
173338,Yellow Creek-2-DS/518YCDS01v1,Heptageniidae,L,0,11
173338,Yellow Creek-2-DS/518YCDS01v1,Heterlimnius,L,0,4
173338,Yellow Creek-2-DS/518YCDS01v1,Heterlimnius koebelei,A,0,2
173338,Yellow Creek-2-DS/518YCDS01v1,Hyalella,X,0,9
173338,Yellow Creek-2-DS/518YCDS01v1,Hydropsyche,L,0,11
173338,Yellow Creek-2-DS/518YCDS01v1,Hydropsychidae,L,0,5
173338,Yellow Creek-2-DS/518YCDS01v1,Hydroptila,L,0,1
173338,Yellow Creek-2-DS/518YCDS01v1,Hygrobates,X,0,1
173338,Yellow Creek-2-DS/518YCDS01v1,Ironodes,L,0,1
173338,Yellow Creek-2-DS/518YCDS01v1,Isoperla,L,0,1
173338,Yellow Creek-2-DS/518YCDS01v1,Lebertia,X,0,13
173338,Yellow Creek-2-DS/518YCDS01v1,Lepidostoma,L,0,20
173338,Yellow Creek-2-DS/518YCDS01v1,Lymnaea,X,0,1
173338,Yellow Creek-2-DS/518YCDS01v1,Micrasema,L,0,97
173338,Yellow Creek-2-DS/518YCDS01v1,Neophylax,L,0,3
173338,Yellow Creek-2-DS/518YCDS01v1,Oligochaeta,X,0,59
173338,Yellow Creek-2-DS/518YCDS01v1,Optioservus,L,0,6
173338,Yellow Creek-2-DS/518YCDS01v1,Orthocladiinae,L,0,79
173338,Yellow Creek-2-DS/518YCDS01v1,Paraleptophlebia,L,0,84
173338,Yellow Creek-2-DS/518YCDS01v1,Perlodidae,L,0,15
173338,Yellow Creek-2-DS/518YCDS01v1,Plecoptera,L,0,1
173338,Yellow Creek-2-DS/518YCDS01v1,Pteronarcys californica,L,0,1
173338,Yellow Creek-2-DS/518YCDS01v1,Rhithrogena,L,0,3
173338,Yellow Creek-2-DS/518YCDS01v1,Rhyacophila betteni group,L,0,1
173338,Yellow Creek-2-DS/518YCDS01v1,Sialis,L,0,6
173338,Yellow Creek-2-DS/518YCDS01v1,Simuliidae,P,0,1
173338,Yellow Creek-2-DS/518YCDS01v1,Simulium,L,0,15
173338,Yellow Creek-2-DS/518YCDS01v1,Sperchonopsis,X,0,1
173338,Yellow Creek-2-DS/518YCDS01v1,Tanypodinae,L,0,23
173338,Yellow Creek-2-DS/518YCDS01v1,Turbellaria,X,0,7
173338,Yellow Creek-2-DS/518YCDS01v1,Yoraperla,L,0,105
173338,Yellow Creek-2-DS/518YCDS01v1,Yphria californica,L,0,1
173338,Yellow Creek-2-DS/518YCDS01v1,Zapada cinctipes,L,0,10
173339,Yellow Creek-2-DS/518YCDS01v2,Baetis,L,0,6
173339,Yellow Creek-2-DS/518YCDS01v2,Brachycentrus americanus,L,0,4
173339,Yellow Creek-2-DS/518YCDS01v2,Calineuria californica,L,0,2
173339,Yellow Creek-2-DS/518YCDS01v2,Chironomidae,P,0,11
173339,Yellow Creek-2-DS/518YCDS01v2,Chironominae,L,0,54
173339,Yellow Creek-2-DS/518YCDS01v2,Diphetor hageni,L,0,6
173339,Yellow Creek-2-DS/518YCDS01v2,Drunella grandis,L,0,2
173339,Yellow Creek-2-DS/518YCDS01v2,Empididae,P,0,1
173339,Yellow Creek-2-DS/518YCDS01v2,Ephemerellidae,L,0,7
173339,Yellow Creek-2-DS/518YCDS01v2,Heterlimnius,L,0,4
173339,Yellow Creek-2-DS/518YCDS01v2,Hyalella,X,0,3
173339,Yellow Creek-2-DS/518YCDS01v2,Hydropsychidae,L,0,1
173339,Yellow Creek-2-DS/518YCDS01v2,Hydroptilidae,L,0,1
173339,Yellow Creek-2-DS/518YCDS01v2,Kogotus nonus,L,0,10
173339,Yellow Creek-2-DS/518YCDS01v2,Lebertia,X,0,15
173339,Yellow Creek-2-DS/518YCDS01v2,Micrasema,L,0,45
173339,Yellow Creek-2-DS/518YCDS01v2,Oligochaeta,X,0,3
173339,Yellow Creek-2-DS/518YCDS01v2,Optioservus,L,0,3
173339,Yellow Creek-2-DS/518YCDS01v2,Optioservus quadrimaculatus,A,0,1
173339,Yellow Creek-2-DS/518YCDS01v2,Orthocladiinae,L,0,326
173339,Yellow Creek-2-DS/518YCDS01v2,Paraleptophlebia,L,0,10
173339,Yellow Creek-2-DS/518YCDS01v2,Physa,X,0,1
173339,Yellow Creek-2-DS/518YCDS01v2,Pisidium,X,0,2
173339,Yellow Creek-2-DS/518YCDS01v2,Polycentropus,L,0,1
173339,Yellow Creek-2-DS/518YCDS01v2,Simuliidae,P,0,1
173339,Yellow Creek-2-DS/518YCDS01v2,Simulium,L,0,31
173339,Yellow Creek-2-DS/518YCDS01v2,Sweltsa,L,0,1
173339,Yellow Creek-2-DS/518YCDS01v2,Tanypodinae,L,0,23
173339,Yellow Creek-2-DS/518YCDS01v2,Uenoidae,L,0,2
173339,Yellow Creek-2-DS/518YCDS01v2,Yoraperla,L,0,75
173340,Sac R at Bourbon Island/508SRBI01,Antocha monticola,L,0,2
173340,Sac R at Bourbon Island/508SRBI01,Baetis,L,0,89
173340,Sac R at Bourbon Island/508SRBI01,Brachycentrus americanus,L,0,12
173340,Sac R at Bourbon Island/508SRBI01,Calineuria californica,L,0,1
173340,Sac R at Bourbon Island/508SRBI01,Chironomidae,P,0,11
173340,Sac R at Bourbon Island/508SRBI01,Chironominae,L,0,5
173340,Sac R at Bourbon Island/508SRBI01,Clinocera,L,0,3
173340,Sac R at Bourbon Island/508SRBI01,Diamesinae,L,0,4
173340,Sac R at Bourbon Island/508SRBI01,Dytiscidae,L,0,5
173340,Sac R at Bourbon Island/508SRBI01,Epeorus,L,0,5
173340,Sac R at Bourbon Island/508SRBI01,Ephemerella,L,0,15
173340,Sac R at Bourbon Island/508SRBI01,Ephemerella dorothea/excrucians,L,0,178
173340,Sac R at Bourbon Island/508SRBI01,Gammarus,X,0,59
173340,Sac R at Bourbon Island/508SRBI01,Glossosoma,L,0,9
173340,Sac R at Bourbon Island/508SRBI01,Heterlimnius,L,0,1
173340,Sac R at Bourbon Island/508SRBI01,Hydrobiidae,X,0,2
173340,Sac R at Bourbon Island/508SRBI01,Hydropsyche,L,0,14
173340,Sac R at Bourbon Island/508SRBI01,Isoperla,L,0,9
173340,Sac R at Bourbon Island/508SRBI01,Lebertia,X,0,25
173340,Sac R at Bourbon Island/508SRBI01,Lepidostoma,L,0,8
173340,Sac R at Bourbon Island/508SRBI01,Lymnaea,X,0,1
173340,Sac R at Bourbon Island/508SRBI01,Micrasema,L,0,62
173340,Sac R at Bourbon Island/508SRBI01,Narpus,L,0,1
173340,Sac R at Bourbon Island/508SRBI01,Oligochaeta,X,0,14
173340,Sac R at Bourbon Island/508SRBI01,Optioservus,L,0,2
173340,Sac R at Bourbon Island/508SRBI01,Orthocladiinae,L,0,53
173340,Sac R at Bourbon Island/508SRBI01,Physa,X,0,2
173340,Sac R at Bourbon Island/508SRBI01,Polycentropus,L,0,1
173340,Sac R at Bourbon Island/508SRBI01,Pteronarcys californica,L,0,2
173340,Sac R at Bourbon Island/508SRBI01,Rhithrogena,L,0,4
173340,Sac R at Bourbon Island/508SRBI01,Simulium,L,0,5
173340,Sac R at Bourbon Island/508SRBI01,Tanypodinae,L,0,4
173340,Sac R at Bourbon Island/508SRBI01,Trichoptera,P,0,1
173341,Sac R at Anderson RP/508SRARP1,Acentrella,L,0,231
173341,Sac R at Anderson RP/508SRARP1,Amiocentrus aspilus,L,0,14
173341,Sac R at Anderson RP/508SRARP1,Baetis,L,0,66
173341,Sac R at Anderson RP/508SRARP1,Brachycentrus,L,0,5
173341,Sac R at Anderson RP/508SRARP1,Brachycentrus occidentalis,L,0,1
173341,Sac R at Anderson RP/508SRARP1,Chironomidae,P,0,60
173341,Sac R at Anderson RP/508SRARP1,Chironominae,L,0,30
173341,Sac R at Anderson RP/508SRARP1,Epeorus,L,0,1
173341,Sac R at Anderson RP/508SRARP1,Ephemerella dorothea/excrucians,L,0,24
173341,Sac R at Anderson RP/508SRARP1,Gammarus,X,0,5
173341,Sac R at Anderson RP/508SRARP1,Glossosoma,L,0,1
173341,Sac R at Anderson RP/508SRARP1,Hemerodromia,L,0,2
173341,Sac R at Anderson RP/508SRARP1,Hydrobiidae,X,0,2
173341,Sac R at Anderson RP/508SRARP1,Hydropsyche,L,0,4
173341,Sac R at Anderson RP/508SRARP1,Hydropsychidae,L,0,1
173341,Sac R at Anderson RP/508SRARP1,Hydroptila,L,0,2
173341,Sac R at Anderson RP/508SRARP1,Isoperla,L,0,3
173341,Sac R at Anderson RP/508SRARP1,Lebertia,X,0,3
173341,Sac R at Anderson RP/508SRARP1,Nemata,X,0,6
173341,Sac R at Anderson RP/508SRARP1,Neoplasta,L,0,1
173341,Sac R at Anderson RP/508SRARP1,Oligochaeta,X,0,37
173341,Sac R at Anderson RP/508SRARP1,Orthocladiinae,L,0,244
173341,Sac R at Anderson RP/508SRARP1,Simuliidae,P,0,1
173341,Sac R at Anderson RP/508SRARP1,Simulium,L,0,18
173341,Sac R at Anderson RP/508SRARP1,Tanypodinae,L,0,5
173341,Sac R at Anderson RP/508SRARP1,Trombidiformes,X,0,2
173341,Sac R at Anderson RP/508SRARP1,Turbellaria,X,0,1
173342,Yellow-1-US/518YCUS01v1,Ameletus,L,0,4
173342,Yellow-1-US/518YCUS01v1,Antocha monticola,L,0,1
173342,Yellow-1-US/518YCUS01v1,Baetidae,L,0,2
173342,Yellow-1-US/518YCUS01v1,Baetis,L,0,14
173342,Yellow-1-US/518YCUS01v1,Calineuria californica,L,0,5
173342,Yellow-1-US/518YCUS01v1,Chelifera,L,0,3
173342,Yellow-1-US/518YCUS01v1,Chironomidae,P,0,7
173342,Yellow-1-US/518YCUS01v1,Chironominae,L,0,41
173342,Yellow-1-US/518YCUS01v1,Cinygmula,L,0,15
173342,Yellow-1-US/518YCUS01v1,Claassenia sabulosa,L,0,1
173342,Yellow-1-US/518YCUS01v1,Clitellata,X,0,2
173342,Yellow-1-US/518YCUS01v1,Culicoides,L,0,4
173342,Yellow-1-US/518YCUS01v1,Diamesinae,L,0,1
173342,Yellow-1-US/518YCUS01v1,Drunella,L,0,2
173342,Yellow-1-US/518YCUS01v1,Ephemerella dorothea/excrucians,L,0,62
173342,Yellow-1-US/518YCUS01v1,Glossosoma,L,0,5
173342,Yellow-1-US/518YCUS01v1,Glutops,L,0,5
173342,Yellow-1-US/518YCUS01v1,Gumaga,L,0,19
173342,Yellow-1-US/518YCUS01v1,Heterlimnius koebelei,L,0,33
173342,Yellow-1-US/518YCUS01v1,Hydropsyche,L,0,35
173342,Yellow-1-US/518YCUS01v1,Lebertia,X,0,9
173342,Yellow-1-US/518YCUS01v1,Lepidostoma,L,0,1
173342,Yellow-1-US/518YCUS01v1,Libellula saturata,L,0,1
173342,Yellow-1-US/518YCUS01v1,Micrasema,L,0,18
173342,Yellow-1-US/518YCUS01v1,Oligochaeta,X,0,4
173342,Yellow-1-US/518YCUS01v1,Optioservus,L,0,137
173342,Yellow-1-US/518YCUS01v1,Oreodytes,A,0,1
173342,Yellow-1-US/518YCUS01v1,Orohermes crepusculus,L,0,2
173342,Yellow-1-US/518YCUS01v1,Orthocladiinae,L,0,60
173342,Yellow-1-US/518YCUS01v1,Paraleptophlebia,L,0,19
173342,Yellow-1-US/518YCUS01v1,Pericoma,L,0,39
173342,Yellow-1-US/518YCUS01v1,Physa,X,0,4
173342,Yellow-1-US/518YCUS01v1,Rhithrogena,L,0,31
173342,Yellow-1-US/518YCUS01v1,Rhyacophila betteni group,L,0,1
173342,Yellow-1-US/518YCUS01v1,Rhyacophila brunnea group,L,0,14
173342,Yellow-1-US/518YCUS01v1,Sialis,L,0,8
173342,Yellow-1-US/518YCUS01v1,Simulium,L,0,8
173342,Yellow-1-US/518YCUS01v1,Skwala americana,L,0,4
173342,Yellow-1-US/518YCUS01v1,Sweltsa,L,0,20
173342,Yellow-1-US/518YCUS01v1,Tanypodinae,L,0,5
173342,Yellow-1-US/518YCUS01v1,Torrenticola,X,0,10
173342,Yellow-1-US/518YCUS01v1,Trichoptera,P,0,9
173342,Yellow-1-US/518YCUS01v1,Wandesia,X,0,1
173342,Yellow-1-US/518YCUS01v1,Zaitzevia,L,0,12
173342,Yellow-1-US/518YCUS01v1,Zapada cinctipes,L,0,8
173343,Fitzhugh US/526FCUS05v1,Ameletus,L,0,4
173343,Fitzhugh US/526FCUS05v1,Antocha monticola,L,0,2
173343,Fitzhugh US/526FCUS05v1,Argia,L,0,12
173343,Fitzhugh US/526FCUS05v1,Baetis,L,0,5
173343,Fitzhugh US/526FCUS05v1,Brachycentrus occidentalis,L,0,5
173343,Fitzhugh US/526FCUS05v1,Calineuria californica,L,0,17
173343,Fitzhugh US/526FCUS05v1,Capniidae,L,0,17
173343,Fitzhugh US/526FCUS05v1,Cheumatopsyche,L,0,3
173343,Fitzhugh US/526FCUS05v1,Chironomidae,P,0,10
173343,Fitzhugh US/526FCUS05v1,Chironominae,L,0,93
173343,Fitzhugh US/526FCUS05v1,Chrysops,L,0,2
173343,Fitzhugh US/526FCUS05v1,Coenagrionidae,L,0,2
173343,Fitzhugh US/526FCUS05v1,Cordulegaster dorsalis,L,0,1
173343,Fitzhugh US/526FCUS05v1,Dasyhelea,L,0,8
173343,Fitzhugh US/526FCUS05v1,Dicranota,L,0,1
173343,Fitzhugh US/526FCUS05v1,Diphetor hageni,L,0,10
173343,Fitzhugh US/526FCUS05v1,Dubiraphia,L,0,9
173343,Fitzhugh US/526FCUS05v1,Ephemerella dorothea/excrucians,L,0,153
173343,Fitzhugh US/526FCUS05v1,Ephemerellidae,L,0,1
173343,Fitzhugh US/526FCUS05v1,Eubrianax edwardsii,L,0,8
173343,Fitzhugh US/526FCUS05v1,Glossosoma,L,0,1
173343,Fitzhugh US/526FCUS05v1,Gomphidae,L,0,3
173343,Fitzhugh US/526FCUS05v1,Gumaga,L,0,1
173343,Fitzhugh US/526FCUS05v1,Helicopsyche,L,0,16
173343,Fitzhugh US/526FCUS05v1,Hemerodromia,L,0,1
173343,Fitzhugh US/526FCUS05v1,Hesperocorixa,A,0,1
173343,Fitzhugh US/526FCUS05v1,Hyalella,X,0,1
173343,Fitzhugh US/526FCUS05v1,Hydropsyche,L,0,8
173343,Fitzhugh US/526FCUS05v1,Hydroptila,L,0,2
173343,Fitzhugh US/526FCUS05v1,Hygrobates,X,0,1
173343,Fitzhugh US/526FCUS05v1,Isoperla,L,0,3
173343,Fitzhugh US/526FCUS05v1,Juga,X,0,1
173343,Fitzhugh US/526FCUS05v1,Lepidostoma,L,0,2
173343,Fitzhugh US/526FCUS05v1,Leuctridae,L,0,1
173343,Fitzhugh US/526FCUS05v1,Malenka,L,0,2
173343,Fitzhugh US/526FCUS05v1,Margaritifera falcata,X,0,1
173343,Fitzhugh US/526FCUS05v1,Oecetis,L,0,4
173343,Fitzhugh US/526FCUS05v1,Oligochaeta,X,0,9
173343,Fitzhugh US/526FCUS05v1,Optioservus,L,0,28
173343,Fitzhugh US/526FCUS05v1,Optioservus quadrimaculatus,A,0,3
173343,Fitzhugh US/526FCUS05v1,Ordobrevia nubifera,L,0,6
173343,Fitzhugh US/526FCUS05v1,Orthocladiinae,L,0,62
173343,Fitzhugh US/526FCUS05v1,Paraleptophlebia,L,0,105
173343,Fitzhugh US/526FCUS05v1,Pisidium,X,0,82
173343,Fitzhugh US/526FCUS05v1,Probezzia,L,0,5
